OSM_ID	Series	Assay	Value	Qualifier	PfaI EC50 (Inh)	Pfal IC50 (GSK)	Pfal IC50 (Syngene)	Pfal IC50 (Dundee)	Pfal IC50 (Avery)	Pfal (K1) IC50 (Avery)	Pfal IC50 (Ralph)	Pfal IC50 (Guy)	Pfal (K1) IC50 (Guy)	Pfal IC50 (Batra)	Pfal (K1) IC50 (Batra)	Pfal (3D7) IC50 (Broad)	Pfal (Dd2) IC50 (Broad)	Canonical_Smiles	InChIKey
OSM-S-572	4	Pfal IC50 (Dundee)	14.5	=				14.5										CC(C)(C)OC(=O)N1CCC(CC1)c2nnc3cncc(OCCc4ccccc4)n23	QGAWBQPLDGJFLD-UHFFFAOYSA-N
OSM-S-573	4	Pfal IC50 (Dundee)	25	>				>25										C(Cc1ccccc1)Oc2cncc3nnc(C4CCOCC4)n23	YFBDXIIKLFDPQE-UHFFFAOYSA-N
OSM-S-574	4	Pfal IC50 (Dundee)	25	>				>25										CC(C)(C)OC(=O)N1CCC(C1)c2nnc3cncc(OCCc4ccccc4)n23	HGLXYGXXFKFILC-UHFFFAOYSA-N
OSM-S-575	4	Pfal IC50 (Dundee)	25	>				>25										C(Cc1ccccc1)Oc2cncc3nnc(C4CCOC4)n23	SBUYDARTZYGJBS-UHFFFAOYSA-N
OSM-S-576	4	Pfal IC50 (Dundee)	25	>				>25										C(Cc1ccccc1)Oc2cncc3nnc(C4CCNCC4)n23	QWXIVICLDFUZFI-UHFFFAOYSA-N
OSM-S-577	4	Pfal IC50 (Dundee)	25	>				>25										C(Cc1ccccc1)Oc2cncc3nnc(C4CCNC4)n23	XMFSPYQJWNPEAS-UHFFFAOYSA-N
OSM-S-578	4	Pfal IC50 (Dundee)	1.32	=				1.32										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCCc4ccccc4)n23	JNQZAPNWBVAOJV-UHFFFAOYSA-N
OSM-S-579	4	Pfal IC50 (Dundee)	25	>				>25										FC(F)Oc1ccc(cc1)c2nnc3cncc(Oc4ccccc4)n23	UTIUAZFJLHTVFG-UHFFFAOYSA-N
OSM-S-580	4	Pfal IC50 (Dundee)	1.21	=				1.21										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCOc4ccccc4)n23	LIQWNTBRXAAMDF-UHFFFAOYSA-N
OSM-S-581	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(n4ccnc4)n23)cc1F	WQBHKNFYSCUMJC-UHFFFAOYSA-N
OSM-S-582	4	Pfal IC50 (Dundee)	0.375	=				0.375										Cn1ccc2ccc(cc12)c3nnc4cncc(OCCc5ccc(F)c(F)c5)n34	YDNZCOWSOGIBPE-UHFFFAOYSA-N
OSM-S-583	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(c4ccc5CC(=O)Nc5c4)n23)cc1F	PUDALCIATSASSD-UHFFFAOYSA-N
OSM-S-584	4	Pfal IC50 (Dundee)	1.01	=				1.01										Fc1ccc(CCOc2cncc3nnc(c4ccc5CCNc5c4)n23)cc1F	FNBXJZBLBXZUFU-UHFFFAOYSA-N
OSM-S-585	4	Pfal IC50 (Dundee)	0.813	=				0.813										Nc1cc(ccc1F)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	VZPHEOZUAXBEIA-UHFFFAOYSA-N
OSM-S-586;OSM-S-636	4	Pfal IC50 (Dundee)	25	>				>25;>25										Fc1ccc(CCOc2cncc3nnc(c4ccc5[nH]cnc5c4)n23)cc1F	OKICKLNNAMYKHW-UHFFFAOYSA-N
OSM-S-586;OSM-S-636	4	Pfal IC50 (Dundee)	25	>				>25;>25										Fc1ccc(CCOc2cncc3nnc(c4ccc5[nH]cnc5c4)n23)cc1F	OKICKLNNAMYKHW-UHFFFAOYSA-N
OSM-S-588	4	Pfal IC50 (Dundee)	25	>				>25										O[C@@H](CNc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	MOIHJTIFLGFROE-INIZCTEOSA-N
OSM-S-589	4	Pfal IC50 (Dundee)	25	>				>25										O[C@H](CNc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	MOIHJTIFLGFROE-MRXNPFEDSA-N
OSM-S-591	4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(CCNc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)cc1OC	VDXJYWCEOGLVSA-UHFFFAOYSA-N
OSM-S-607	4	Pfal IC50 (Dundee)	0.627	=				0.627										CC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	YELIMUUXHYJNPF-UHFFFAOYSA-N
OSM-S-608	4	Pfal IC50 (Dundee)	0.282	=				0.282										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4cccs4)n23	RMZMYNQAPRIYLW-UHFFFAOYSA-N
OSM-S-609	4	Pfal IC50 (Dundee)	6.132	=				6.132										OCC(CO)(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	JCCXTGDCGIGQKA-UHFFFAOYSA-N
OSM-S-623	4	Pfal IC50 (Dundee)	1.827	=				1.827										COc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	FOEYJDQRLPZFOG-UHFFFAOYSA-N
OSM-S-624	4	Pfal IC50 (Dundee)	1.693	=				1.693										[O-][N+](=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	XKYBKXJISXRHEZ-UHFFFAOYSA-N
OSM-S-626	4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(cc1)c2nnc3cncc(SCCc4ccccc4)n23	XKLPATLXLSUHOI-UHFFFAOYSA-N
OSM-S-635	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(OCc4cccnc4)n23)cc1F	KXBYYTPVSDHELS-UHFFFAOYSA-N
OSM-S-637	4	Pfal IC50 (Dundee)	17.04	=				17.04										Nc1ccc(cc1)C(CO)COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23	DWSRIPSLMMOTPD-UHFFFAOYSA-N
OSM-S-638	4	Pfal IC50 (Dundee)	25	>				>25										FC(F)Oc1ccc(cc1)c2nnc3cncc(NCc4ccccc4)n23	GWROJQFCRZTYNJ-UHFFFAOYSA-N
OSM-S-639	4	Pfal IC50 (Dundee)	25	>				>25										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)(COc4cncc5nnc(c6ccc(OC(F)F)cc6)n45)c7ccccc7	SBKLVTZSIUTYAA-UHFFFAOYSA-N
OSM-W-10	4	Pfal (3D7) IC50 (Broad)	0.159	=												0.159	0.123	Fc1ccc(CCOc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1	XVAUKWCYBQWUDV-UHFFFAOYSA-N
OSM-W-10	4	Pfal (Dd2) IC50 (Broad)	0.123	=												0.159	0.123	Fc1ccc(CCOc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1	XVAUKWCYBQWUDV-UHFFFAOYSA-N
OSM-W-3	4	Pfal (3D7) IC50 (Broad)	2.85	=												2.85	2.74	CS(=O)(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)cc4)n23	HQWGUOKCAHGSFB-UHFFFAOYSA-N
OSM-W-3	4	Pfal (Dd2) IC50 (Broad)	2.74	=												2.85	2.74	CS(=O)(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)cc4)n23	HQWGUOKCAHGSFB-UHFFFAOYSA-N
OSM-W-5	4	Pfal (3D7) IC50 (Broad)	0.698	=												0.698	1.486	CS(=O)(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	ISCYIQSGKXBNIC-UHFFFAOYSA-N
OSM-W-5	4	Pfal (Dd2) IC50 (Broad)	1.486	=												0.698	1.486	CS(=O)(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	ISCYIQSGKXBNIC-UHFFFAOYSA-N
OSM-W-6	4	Pfal (3D7) IC50 (Broad)	2.931	=												2.931	5.418	Fc1ccc(CC(=O)Nc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	WXNSEGHVFXDZGF-UHFFFAOYSA-N
OSM-W-6	4	Pfal (Dd2) IC50 (Broad)	5.418	=												2.931	5.418	Fc1ccc(CC(=O)Nc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	WXNSEGHVFXDZGF-UHFFFAOYSA-N
OSM-W-7	4	Pfal (3D7) IC50 (Broad)	10	=												10	10	Fc1ccc(CCC(=O)Nc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	SMRNZXNRFZNBAW-UHFFFAOYSA-N
OSM-W-7	4	Pfal (Dd2) IC50 (Broad)	10	=												10	10	Fc1ccc(CCC(=O)Nc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	SMRNZXNRFZNBAW-UHFFFAOYSA-N
OSM-W-8	4	Pfal (3D7) IC50 (Broad)	0.934	=												0.934	0.701	Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1	YZWJDRUGHLMWSX-UHFFFAOYSA-N
OSM-W-8	4	Pfal (Dd2) IC50 (Broad)	0.701	=												0.934	0.701	Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1	YZWJDRUGHLMWSX-UHFFFAOYSA-N
OSM-W-9	4	Pfal (3D7) IC50 (Broad)	0.294	=												0.294	0.264	Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	QCWAKDMVWCGQRY-UHFFFAOYSA-N
OSM-W-9	4	Pfal (Dd2) IC50 (Broad)	0.264	=												0.294	0.264	Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)C#N)n23)cc1F	QCWAKDMVWCGQRY-UHFFFAOYSA-N
OSM-E-15	not4	Pfal IC50 (Syngene)	3.5	=			3.5											Fc1ccc(CCOc2cccc3nnc(c4ccc(cc4)C#N)n23)cc1F	JCMCKOQZSFBPIN-UHFFFAOYSA-N
OSM-E-16	not4	Pfal IC50 (Syngene)	5.2	=			5.2											Clc1ccccc1CCOc2cccc3nnc(c4ccc(cc4)C#N)n23	APTFJFHOJWNXBX-UHFFFAOYSA-N
OSM-E-17	not4	Pfal IC50 (Syngene)	6.8	=			6.8											N#Cc1ccc(cc1)c2nnc3cccc(OCCc4ccccc4)n23	PLXIJFIDAXQTSX-UHFFFAOYSA-N
OSM-E-18	not4	Pfal IC50 (Syngene)	50	>			>50											Clc1cccc(NN=Cc2ccc(cc2)C#N)n1	WOEMAXIGZYIWII-UHFFFAOYSA-N
OSM-E-19	not4	Pfal IC50 (Syngene)	50	>			>50											Clc1cccc2nnc(c3ccc(cc3)C#N)n12	ROKQDRVNUIOPKS-UHFFFAOYSA-N
OSM-E-20	not4	Pfal IC50 (Syngene)	50	>			>50											FC(F)(F)c1cc(NC(=O)c2cccc(Cl)n2)ccn1	VNCOWSRRKZJWES-UHFFFAOYSA-N
OSM-E-21	not4	Pfal IC50 (Syngene)	50	>			>50											FC(F)(F)c1cc(NC(=O)c2cccc(NN=Cc3ccc(cc3)C#N)n2)ccn1	HITQOKWUFWDBPF-UHFFFAOYSA-N
OSM-E-22	not4	Pfal IC50 (Syngene)	50	>			>50											FC(F)(F)c1cc(NC(=O)c2cccc3nnc(c4ccc(cc4)C#N)n23)ccn1	PGPJMFWOQCDCCV-UHFFFAOYSA-N
OSM-S-328	not4	Pfal IC50 (Dundee)	10	>				>10										Oc1nccn2c(nnc12)c3ccc(OC(F)F)cc3	NRBGBUNTESVJLL-UHFFFAOYSA-N
OSM-S-363	not4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3c(SCCc4ccccc4)nccn23	KBHHUJAAUNEUJP-UHFFFAOYSA-N
OSM-S-387	not4	Pfal IC50 (Dundee)	10	>				>10										Fc1ccc(CCOc2cncc3nncn23)cc1F	YHNADHDORQAQNL-UHFFFAOYSA-N
OSM-S-388	not4	Pfal IC50 (Dundee)	10	>				>10										Oc1nnc2c(nccn12)N3CCCCC3	TZDXHSBXELOCAE-UHFFFAOYSA-N
OSM-S-410	not4	Pfal IC50 (Dundee)	5	>				>5										FC(F)Oc1ccc(cc1)c2nnc3C(=O)NC=C(C(=O)Nc4ccc(Cl)cc4)n23	SOVUBMPMKMEPEE-UHFFFAOYSA-N
OSM-S-417	not4	Pfal IC50 (Dundee)	10	>				>10										C(Cc1ccccc1)Oc2nnc3c(nccn23)N4CCCCC4	UGDHWGVLTGKDHK-UHFFFAOYSA-N
OSM-S-502	not4	Pfal IC50 (Dundee)	8	>				>8										OCCc1cn(c2nccn3c(nnc23)c4ccc(OC(F)F)cc4)c5ccccc15	RYGYOYDNHPXBSD-UHFFFAOYSA-N
OSM-S-509	not4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3c(nccn23)N4CCOCC4	GXUMGQHMGACMED-UHFFFAOYSA-N
OSM-S-543	not4	Pfal IC50 (Dundee)	19	>				>19										Fc1ccc(CCOc2nccn3c(nnc23)n4cccn4)cc1F	ZXJLKQGJXOAUOQ-UHFFFAOYSA-N
OSM-S-561	not4	Pfal IC50 (Dundee)	25	>				>25										CC(=O)COc1nccn2c(nnc12)c3ccc(OC(F)F)cc3	MXHWALUHBSFDFZ-UHFFFAOYSA-N
OSM-S-563	not4	Pfal IC50 (Dundee)	20	=				20										FC(F)Oc1ccc(cc1)c2nnc3c(NCc4ccccc4)nccn23	YQPNVUSTPHQUIF-UHFFFAOYSA-N
OSM-S-569	not4	Pfal IC50 (Dundee)	25	>				>25										FC(F)Oc1ccc(cc1)c2nnc3c(NCCc4ccccc4)nccn23	JFZKBRTVRMLMOX-UHFFFAOYSA-N
OSM-S-570	not4	Pfal IC50 (Dundee)	5.62	=				5.62										FC(F)Oc1ccc(cc1)c2nnc3c(SCc4ccccc4)nccn23	JDPMDXDHQOZVJL-UHFFFAOYSA-N
OSM-S-621	not4	Pfal IC50 (Dundee)	8.73	=				8.73										C(Cc1ccccc1)Oc2nccn3c(nnc23)c4ccccc4	BKUOBYRSGGKOSW-UHFFFAOYSA-N
OSM-S-622	not4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(cc1)c2nnc3c(OCCc4ccccc4)nccn23	KNDAUWHMGBUKCB-UHFFFAOYSA-N
OSM-S-625	not4	Pfal IC50 (Dundee)	25	>				>25										[O-][N+](=O)c1ccc(cc1)c2nnc3c(OCCc4ccccc4)nccn23	QMCCJGVEGJOFQH-UHFFFAOYSA-N
OSM-S-627	not4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(cc1)c2nnc3c(SCCc4ccccc4)nccn23	GEUZYLOQEWPPTC-UHFFFAOYSA-N
OSM-S-628	not4	Pfal IC50 (Dundee)	3.082	=				3.082										C(Cc1ccccc1)Sc2nccn3c(nnc23)c4ccccc4	PXOUQPVRLQGOLD-UHFFFAOYSA-N
OSM-S-629	not4	Pfal IC50 (Dundee)	25	>				>25										[O-][N+](=O)c1ccc(cc1)c2nnc3c(SCCc4ccccc4)nccn23	NHMKPHMAQGUBEJ-UHFFFAOYSA-N
OSM-S-630	not4	Pfal IC50 (Dundee)	25	>				>25										C(Cc1ccccc1)Nc2nccn3c(nnc23)c4ccccc4	UVSSRDWLOVROPH-UHFFFAOYSA-N
OSM-S-631	not4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(cc1)c2n[nH]c(n2)c3nccn3CCc4ccccc4	GMUJQXIGXGQBCQ-UHFFFAOYSA-N
OSM-S-632	not4	Pfal IC50 (Dundee)	25	>				>25										COc1ccc(cc1)c2nnc3c(NCCc4ccccc4)nccn23	ZZFSYDDMUBYAFS-UHFFFAOYSA-N
OSM-S-633	not4	Pfal IC50 (Dundee)	25	>				>25										[O-][N+](=O)c1ccc(cc1)c2nnc3c(NCCc4ccccc4)nccn23	HFBSNRIFQOQABE-UHFFFAOYSA-N
OSM-W-4	not4	Pfal (3D7) IC50 (Broad)	100	=												100	100	Fc1ccc(CCOc2cncc(Nc3nnc(s3)c4ccccc4)n2)cc1	ATSWIRSPSBQXBQ-UHFFFAOYSA-N
OSM-W-4	not4	Pfal (Dd2) IC50 (Broad)	100	=												100	100	Fc1ccc(CCOc2cncc(Nc3nnc(s3)c4ccccc4)n2)cc1	ATSWIRSPSBQXBQ-UHFFFAOYSA-N
OSM-S-194	TB	Pfal IC50 (GSK)	1.033	=		1.033												C(N1CCC2(CC1)OCCc3c2[nH]c4ccccc34)c5ccccc5	ZZRXZXUKZZBHSK-UHFFFAOYSA-N
